attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification
40,37,31684,20644,7388,5600,7388,5142,7771,19327,1
29,41,8707,25099,10848,7263,10848,1896,2700,23505,1
35,44,25946,31978,10546,4502,10546,3769,4201,24151,1
35,50,4010,20634,11877,13590,11877,6377,2221,28032,1
41,48,8496,5673,3622,2181,3622,3371,2913,31473,1
30,54,901500,441687,27838,255182,27838,73740,1810,653274,0
29,78,619012,158733,98082,22005,98082,40895,3115,328605,0
43,88,133578,40814,17216,7587,17216,16904,291,108943,0
57,74,1840511,486857,22861,135053,22861,165272,1989,784995,0
63,41,394498,189165,48298,5489,48298,31820,2921,458273,0
69,30,2307340,740151,327869,138950,327869,227286,9628,1589194,0
51,3,936249,896833,111193,85281,111193,125857,11104,1337741,0
38,10,576599,804791,186648,58477,186648,186157,5407,1310764,0
53,38,1322333,358915,233173,21429,233173,153419,11782,1211015,0
63,27,97358,23630,8966,2629,8966,9409,396,68490,0
93,51,961466,267890,177378,13627,177378,215064,5724,977150,0
100,43,630158,232134,28855,26796,28855,94089,1924,893585,0
100,47,807006,103562,78782,17763,78782,77790,2409,880704,0
80,67,622370,369801,228207,66963,228207,50110,4333,863783,0
48,64,223878,451223,171924,10971,171924,62858,2950,741093,0
14,74,1326239,465070,61455,46485,61455,37585,2698,690983,0
1,70,129168,254688,167622,16665,167622,75054,3078,694044,0
1,70,994026,259512,218161,9068,218161,44257,3327,573625,0
4,93,409934,93414,206280,2430,206280,39532,1608,655280,0
26,100,196100,106924,38599,36481,38599,31452,1377,618307,0
13,100,561489,107080,71250,14245,71250,17778,5953,557327,0
21,91,707996,92337,69038,38445,69038,26807,1616,542733,0
27,78,768772,112540,78425,22467,78425,34164,2679,511337,0
20,74,927176,178712,32350,64657,32350,34072,6447,456253,0
17,70,63628,5331,3740,376,3740,854,116,28087,0
23,61,625130,17072,5232,7192,5232,5183,1393,104850,0
1,50,733155,257211,42204,75598,42204,10697,2113,375867,0
1,47,920580,733111,216937,155284,216937,32009,5404,1645342,0
1,54,1844502,97880,60000,38558,60000,9085,3011,378642,0
1,64,53501,17207,8564,3426,8564,4203,749,87589,0
7,30,283071,262496,26840,5859,26840,16302,1470,278489,0
1,17,339646,139521,13567,38652,13567,5945,6662,256769,0
1,11,1864441,112354,22251,20255,22251,13039,1782,297504,0
1,21,339714,18390,3118,4084,3118,837,301,70529,0
1,51,626142,26501,13934,7230,13934,2428,873,69085,0
1,60,564464,116670,44264,41827,44264,10539,2087,266956,0
1,48,195616,99512,5171,10164,5171,1580,1463,74560,0
1,66,493359,59900,44937,21678,44937,4697,1272,252298,0
1,70,208145,22237,17135,12789,17135,1957,2385,235243,0
7,64,1359412,99339,16086,29172,16086,7012,3900,219674,0
23,90,1048913,280665,111087,127225,111087,26884,4678,975395,0
47,75,1122962,90868,32548,25356,32548,39372,1348,407310,0
57,54,836471,69192,20044,122704,20044,24068,22254,150818,0
57,54,996110,146825,128074,122737,128074,41854,48426,92319,0
70,44,727645,97064,11613,16154,11613,17294,3095,210630,0
96,27,1739586,300285,59391,64419,59391,224054,5034,1490707,0
93,24,408190,372240,116464,52988,116464,133073,1136,667714,0
100,30,1014501,113655,58184,17463,58184,85393,3302,531092,0
97,43,248982,170995,72091,8590,72091,15888,2627,269303,0
81,61,1423102,384358,124757,275239,124757,80869,45765,179951,0
81,61,915390,43719,50552,97885,50552,15579,18134,37487,0
81,61,4807,2352,864,561,864,228,83,47,0
83,43,115658,37931,3017,4707,3017,13855,3993,22484,0
75,41,3258357,870979,64216,346275,64216,249351,68141,877848,0
78,37,112524,22511,9331,5568,9331,3256,2318,43534,0
80,24,2114937,174795,9733,77251,9733,33607,10873,219727,0
53,53,2840183,1505707,595549,287525,595549,72929,42048,1229322,0
43,54,237378,45526,15483,4192,15483,5807,4089,59445,0
43,54,2051784,695351,137463,129175,137463,74673,114704,961435,0
34,43,876824,355562,33069,34124,33069,23590,10055,300750,0
60,40,670746,79940,23130,47087,23130,41148,12127,211858,0
63,17,437239,116321,9083,6574,9083,15437,4547,27027,0
67,21,560657,29091,8115,7830,8115,5644,9374,72911,0
66,16,1289037,511155,37352,37607,37352,28360,12141,234847,0
38,10,746492,86018,22892,9447,22892,2605,4124,91397,0
48,29,1632027,208203,36770,75445,36770,88051,24984,332842,0
37,17,114771,91697,18978,5368,18978,6374,8924,83345,0
34,48,1024383,547552,328477,224237,328477,40908,81424,1164045,0
41,91,1961799,61443,99744,73299,99744,15860,12593,278624,0
35,97,635766,267191,39814,65254,39814,10817,9353,306577,0
34,84,343828,57886,3052,23002,3052,2731,3888,67955,0
13,61,1914795,263539,68495,34160,68495,11588,6760,325769,0
13,26,1428789,294607,14558,38848,14558,23199,5563,279827,0
23,29,178745,54519,17640,8165,17640,5263,1484,67020,0
43,30,2969039,195190,89373,96311,89373,67958,44761,1042064,0
54,35,2046054,726784,209489,111565,209489,89969,22396,985103,0
60,64,1836257,68113,60456,50271,60456,17414,5382,242965,0
56,54,1560480,353102,39107,38584,39107,24071,2692,278469,0
48,66,914436,64675,46540,37195,46540,14370,5388,213144,0
54,48,611565,541164,8131,73170,8131,86123,11434,1018738,0
67,30,590508,87157,48837,10124,48837,51050,4246,209022,0
77,27,29419,11697,733,2002,733,1762,467,11967,0
67,40,672930,45914,7191,5243,7191,3853,576,45880,0
47,30,22658,8061,979,1338,979,514,107,14100,0
41,7,1978817,817801,20458,139506,20458,53249,14556,1482853,0
37,26,920288,180121,102581,30798,102581,23018,3728,327127,0
44,41,2446264,80033,49813,32101,49813,21712,6034,24150,0
53,41,791815,44721,18516,27886,18516,10936,5443,18625,0
53,41,1086802,177501,6070,99101,6070,213919,41305,27105,0
53,41,193403,14836,11409,2235,11409,4112,1327,12586,0
53,61,109766,15820,9884,3146,9884,1719,892,29787,0
53,53,98892,20460,3803,4152,3803,1875,1334,44887,0
43,61,1372105,143549,25106,41634,25106,18389,6880,174611,0
47,64,667165,110819,107297,12927,107297,20164,27851,169093,0
47,64,778481,453106,91488,36129,91488,111586,258111,99131,0
47,64,1870023,272635,129355,289128,129355,83089,17473,50153,0
47,64,1210126,91910,37423,40805,37423,45394,37602,36177,0
47,64,652871,133241,44369,44059,44369,51788,26397,11394,0
47,64,426462,13607,10539,7098,10539,9135,1493,671,0
47,64,1153703,28671,20806,9923,20806,7457,3157,21970,0
50,69,183321,9780,2294,3653,2294,1421,1090,14163,0
60,61,1323129,398773,105901,163585,105901,116373,42045,982620,0
69,63,1119099,127488,46105,40464,46105,51729,16884,189584,0
77,54,109918,65049,17327,23343,17327,14956,2474,62191,0
78,41,1044701,67651,9325,13147,9325,9822,5860,78259,0
75,53,1339768,31088,42741,65287,42741,22373,6417,278867,0
48,29,302948,514598,39027,16312,39027,13630,7941,231872,0
35,13,1036098,179614,15426,15337,15426,10499,10488,191814,0
44,38,642291,15907,29609,5266,29609,11643,1459,61079,0
27,30,1665504,170544,58024,36045,58024,9503,9772,275817,0
38,57,358364,29847,9475,9947,9475,3200,1285,60244,0
44,53,1140129,254929,7681,26910,7681,26116,13050,179802,0
40,40,1578391,649304,331752,56388,331752,148326,22330,713753,0
34,29,1199453,1983393,136950,310101,136950,50626,8216,759924,0
29,24,871381,163275,50204,14122,50204,9348,5007,154783,0
26,54,172430,11962,4487,7002,4487,1612,1318,57013,0
8,47,1083648,359110,32592,77713,32592,15211,10849,811577,0
20,35,296374,188968,11418,11870,11418,11059,4100,174375,0
23,21,183127,83282,15877,1760,15877,5934,3545,197848,0
13,1,1708371,537011,32118,60380,32118,19517,16735,780605,0
21,17,2323552,40621,30078,12393,30078,5540,2841,178962,0
20,30,648074,398632,52753,54500,52753,23059,18229,784012,0
16,27,454306,133772,9929,11294,9929,6829,3339,172751,0
20,29,485319,217922,20536,23088,20536,10808,5960,575169,0
24,13,695868,142577,28901,18032,28901,18099,4950,570117,0
24,30,151837,79310,47796,33763,47796,7590,5704,180327,0
13,50,127064,33854,5345,11778,5345,391,688,38192,0
16,57,1278478,232106,39407,35335,39407,12112,7295,560438,0
13,69,265585,341698,140136,99424,140136,28791,13630,540545,0
13,54,2479402,500670,102557,79669,102557,20788,25166,393103,0
13,54,976087,29429,32477,26174,32477,29062,4472,13977,0
13,54,359410,241623,56807,22450,56807,86261,98603,64196,0
13,54,208346,19006,13730,3369,13730,2269,1320,8005,0
50,40,113327,11747,968,3524,968,5077,2451,2074,0
50,40,1052352,97574,48714,32372,48714,37275,43259,21577,0
50,40,821877,106463,135247,44636,135247,75113,38020,18899,0
50,40,306688,79032,13521,8958,13521,6161,4244,30560,0
64,23,166790,92435,5778,5153,5778,15830,3482,136694,0
63,13,1611696,420198,106489,48409,106489,27298,11759,516347,0
63,13,1124565,395150,62796,125024,62796,62519,55252,270311,0
63,13,1205472,189586,192934,158436,192934,78388,16372,33937,0
74,24,233364,58268,32845,46376,32845,11892,24772,36953,0
66,29,626866,39294,8384,8781,8384,8754,8040,63799,0
64,51,2081971,304080,50741,110764,50741,64974,73819,184666,0
64,51,1135660,44551,11076,34520,11076,10124,5951,5733,0
64,51,254405,260960,41552,12099,41552,80308,15285,14744,0
64,51,365461,528908,337003,131282,337003,171089,59665,95852,0
64,51,54479,7727,13540,14779,13540,1628,993,1708,0
74,56,1155273,101933,31739,34179,31739,16010,6028,144234,0
70,41,3502876,764040,122900,105099,122900,67227,9507,503198,0
47,41,128464,38869,7665,2713,7665,730,1478,33626,0
35,17,596445,519410,31461,82724,31461,28883,11792,736190,0
34,11,680827,163598,7889,19735,7889,11025,6646,166098,0
44,4,3557427,360633,3895,84273,3895,23361,22684,848721,0
41,16,2071448,272324,151650,23774,151650,24852,15912,670782,0
51,26,524022,80884,28409,6381,28409,15180,3734,168305,0
56,35,581993,78216,7683,19060,7683,9548,3189,142109,0
47,26,2255569,1221470,20302,64518,20302,26092,26287,505104,0
57,26,751391,172004,103097,28158,103097,51484,8208,573044,0
38,29,78821,26972,6127,4850,6127,724,993,39134,0
26,37,432240,96851,30847,8672,30847,3947,2503,139074,0
47,51,1056394,17723,3999,3330,3999,3867,2651,120636,0
40,47,1138937,100384,23153,12821,23153,11702,2927,128938,0
54,51,1811305,273382,55252,121133,55252,33124,18237,705030,0
54,40,894348,112117,14005,3538,14005,3826,2478,175456,0
43,29,637033,84711,4327,6685,4327,3892,2133,185859,0
41,17,168724,67420,4730,5372,4730,5382,3015,184101,0
20,7,423653,43958,7886,1435,7886,546,442,42906,0
41,24,1174716,46678,18127,4578,18127,6916,1814,170721,0
35,27,2804584,434667,42944,37510,42944,18680,17790,557376,0
51,38,206949,62340,23079,14243,23079,5660,1936,156653,0
50,54,583869,221965,91009,90069,91009,36063,9974,637976,0
48,48,1709733,160526,2228,42171,2228,14862,12697,635192,0
51,63,646903,57841,32395,7043,32395,5077,5328,663712,0
44,56,1901337,333570,17359,105084,17359,14045,7969,627199,0
40,44,1391007,184705,51012,17088,51012,15322,13920,571523,0
47,50,468589,184631,38546,32421,38546,35214,24694,566363,0
37,34,2373980,633325,47177,46329,47177,15277,11557,596239,0
30,43,1246220,184181,76747,35100,76747,6006,6365,481498,0
20,66,2331434,150508,142405,170045,142405,7869,10336,432848,0
34,67,1144699,205030,24174,34817,24174,27376,11227,104668,0
37,54,937320,89210,7179,11858,7179,2988,866,20007,0
41,34,732942,266080,71674,16490,71674,9080,8223,602221,0
30,44,882252,162651,60931,29498,60931,11741,4336,571816,0
26,48,654039,51216,13035,5726,13035,3795,961,143967,0
27,43,1253382,178454,18041,9260,18041,6279,2020,146469,0
40,47,655466,50266,17345,5805,17345,6954,4274,617483,0
47,51,551714,29966,19232,5733,19232,4041,3922,476198,0
43,48,67760,15393,2529,1733,2529,798,895,130451,0
41,50,106100,56657,5695,4763,5695,1826,2558,127599,0
35,30,333310,25402,200,2519,200,1304,903,97386,0
41,23,91564,29078,12542,2545,12542,6961,3466,76935,0
50,24,409735,85553,8097,18218,8097,9552,4019,356056,0
77,34,38486,17830,2036,8360,2036,9731,2846,315132,0
74,44,189114,43215,8656,2131,8656,1959,2596,93492,0
67,43,244032,34983,4841,7847,4841,3921,1909,83895,0
64,44,602584,226865,20471,67497,20471,19227,12891,285881,0
35,44,712565,244989,57416,29874,57416,6480,8535,249306,0
44,51,870099,90063,23198,14375,23198,12573,9525,181845,0
47,70,7838,2615,6489,39040,6489,5078,8165,201921,0
61,64,24911,32229,3525,7854,3525,13188,5906,188299,0
77,57,934036,371829,82345,9110,82345,39376,17776,149321,0
84,63,86787,12965,2940,8407,2940,5390,3266,47110,0
88,44,617911,112269,24980,74005,24980,28953,21797,163965,0
78,56,84655,70134,19168,24784,19168,12250,6956,154060,0
83,64,410212,71318,18933,24942,18933,17156,18533,163220,0
64,50,195959,87292,9252,6661,9252,3786,4560,30078,0
74,48,60065,63971,12924,35163,12924,34231,6901,164141,0
63,24,308644,438974,18718,16810,18718,18886,4940,143839,0
61,30,2956716,152657,53166,119366,53166,32833,16393,177716,0
81,48,1085563,3203,3333,1412,3333,2326,5619,33137,0
78,48,664599,44085,10254,22343,10254,17315,5877,60971,0
74,60,1605648,104221,9576,14979,9576,2844,2208,56831,0
64,47,227787,49645,7777,6385,7777,3135,2892,85522,0
56,40,177557,38509,9569,12118,9569,7680,5888,87309,0
54,35,242619,38899,9745,6218,9745,11498,4664,92378,0
63,43,1344193,116852,25084,38185,25084,8541,3184,97237,0
77,35,419743,90555,9142,6023,9142,15447,6245,100151,0
66,29,760624,42340,7992,5074,7992,2896,4753,83539,0
67,30,32797,56700,14055,12241,14055,23934,6293,330346,0
74,37,141161,17640,13290,5005,13290,2901,1037,78861,0
63,57,1677515,151939,79580,74555,79580,17745,2459,290887,0
63,66,583832,85991,38492,7477,38492,7658,2668,90189,0
37,48,169906,124183,6903,1606,6903,2707,2991,72391,0
29,38,1024995,160824,19590,29988,19590,9492,8802,229738,0
40,35,245767,103537,29433,43219,29433,22709,8167,268833,0
37,20,719950,286472,31190,14077,31190,14241,9547,121473,0
51,44,982064,114582,24053,38168,24053,13717,11578,164480,0
54,50,204609,34035,13378,3573,13378,3254,1038,40082,0
50,44,577307,131490,41529,29799,41529,17513,21996,117082,0
50,35,297968,123246,2875,7207,2875,5315,2414,34680,0
54,27,74303,162937,20895,55278,20895,36229,4502,120350,0
64,34,716798,44006,16701,25858,16701,14177,7246,91956,0
67,54,22473,7899,27204,24642,27204,7238,3676,115158,0
87,78,14109,16228,11912,7225,11912,7906,5757,128061,0
84,84,809270,17380,10755,17666,10755,6253,6785,23892,0
74,75,608121,227839,27881,58035,27881,13976,15289,152718,0
63,40,229738,70976,5393,2863,5393,4088,4887,153832,0
60,40,401077,22220,5141,14258,5141,7035,4531,181382,0
57,35,122849,87723,30885,30013,30885,16812,14300,124742,0
54,21,1879225,169062,5175,11173,5175,5861,2764,45215,0
60,38,249998,63244,31835,5088,31835,8984,1781,97745,0
47,34,901307,91598,29420,6888,29420,4687,5770,66699,0
41,40,46897,3942,1221,3305,1221,691,717,16641,0
54,77,95010,15610,51925,25553,51925,10323,6407,171788,0
50,77,389933,132434,52359,13984,52359,11313,7179,220271,0
69,63,39028,16802,29439,5844,29439,10984,10008,178758,0
67,56,49351,37451,56783,48689,56783,12920,6068,160715,0
75,56,44500,54711,5306,27484,5306,10703,6944,93327,0
69,56,286649,128906,34948,18605,34948,17753,13587,169219,0
60,34,143748,204762,16982,18916,16982,7487,4104,24125,0
47,29,307690,17802,3468,3475,3468,850,868,7587,0
50,20,141184,140835,12347,8324,12347,25580,13218,110311,0
48,27,315565,68588,13455,45470,13455,11110,10035,110521,0
69,48,16358,23144,5734,31975,5734,16901,8306,134514,0
77,41,439346,168187,25860,8172,25860,12840,9620,94145,0
77,66,18365,32403,53775,9951,53775,15304,9594,159896,0
75,70,40583,40281,23498,15303,23498,9049,11783,112625,0
87,87,10587,9313,12882,5475,12882,5354,7572,126404,0
81,84,48088,51523,30533,34835,30533,10681,6849,80933,0
64,63,200506,225114,13510,79798,13510,9925,5927,72999,0
69,56,70518,16996,10853,9182,10853,12813,9942,128623,0
81,51,413991,29018,29661,3742,29661,20599,15253,94567,0
83,54,35537,35314,23517,21095,23517,11809,6564,112220,0
100,60,51750,33675,14806,10523,14806,11632,11269,136995,0
97,61,101196,9074,5352,4777,5352,4665,3433,22065,0
100,63,17110,12467,11720,12454,11720,13648,10889,106181,0
100,56,97316,7592,922,4292,922,4354,2388,32673,0
97,38,268910,148041,8222,5589,8222,10733,8613,93415,0
74,38,285200,71778,23510,25495,23510,2475,1448,28683,0
66,35,5870,10602,9931,7846,9931,4706,3059,105759,0
44,38,69045,108768,43008,9926,43008,6930,6974,91863,0
56,47,37554,36842,8627,2297,8627,9790,5685,137467,0
64,37,653863,431430,26601,60339,26601,25706,1562,121440,0
66,43,17676,27704,60050,15606,60050,20186,17334,120940,0
78,40,210410,55047,9348,15931,9348,11989,9944,107780,0
74,48,70849,58634,18458,16664,18458,12148,4440,134265,0
67,47,301163,139766,6228,16804,6228,4965,6825,36392,0
50,38,1268319,141741,35055,31922,35055,18938,7594,85290,0
44,34,224553,188478,41219,28809,41219,18398,7731,128275,0
51,48,566348,134549,71178,23642,71178,14113,23916,124210,0
57,43,24824,42009,15067,13400,15067,16356,7949,102373,0
75,50,10392,19489,5665,17349,5665,15728,10118,120892,0
75,35,240259,27650,1977,2625,1977,2029,854,4400,0
87,35,302468,119825,31937,8394,31937,17318,6413,115076,0
80,35,566067,192405,78326,23266,78326,36228,6868,48596,0
60,27,180326,55489,4009,11222,4009,4018,1548,17625,0
63,29,651093,48626,3822,8135,3822,5150,3797,25681,0
53,29,1199745,41607,6878,4764,6878,2102,1285,20655,0
50,8,479571,462886,2147,23876,2147,40821,15511,61858,0
57,20,67363,7971,1060,5427,1060,2077,1605,13233,0
61,35,1603807,223790,152086,64045,152086,55006,18043,15411,0
61,35,1575099,151486,31954,33583,31954,17047,5509,7636,0
61,35,655910,25439,7577,5076,7577,1355,489,264,0
61,35,39178,13168,17988,21617,17988,5260,675,2358,0
67,40,392574,16613,3530,5063,3530,1759,910,5784,0
67,40,2051971,235473,29092,97046,29092,14701,3347,3406,0
67,40,1155051,88352,7465,6994,7465,3817,4030,3912,0
83,61,414047,62003,24298,13569,24298,37451,15424,34825,0
77,51,1961549,957322,132740,109910,132740,91024,23202,28460,0
80,44,202705,20551,6585,3738,6585,5681,2858,2966,0
88,37,381055,51332,6171,5677,6171,11019,18825,42420,0
88,37,837665,1002327,63266,82654,63266,114814,90937,76671,0
88,37,560079,32495,1529,2014,1529,3266,810,620,0
88,37,69938,33813,7961,20191,7961,8174,1711,2745,0
88,37,1283545,96224,103740,67332,103740,30810,24477,6897,0
88,37,419263,105921,73261,48138,73261,181737,85768,51489,0
88,37,6522,2543,885,587,885,171,65,47,0
88,37,368892,94410,42274,62857,42274,26848,35588,23751,0
88,37,134498,63941,26139,13514,26139,36194,32721,11501,0
88,37,846785,41596,60693,49015,60693,40076,49034,39722,0
88,37,372332,147255,50124,45668,50124,61254,50764,78514,0
88,37,3315,525,985,987,985,51,54,365,0
70,30,998238,679004,62504,92149,62504,54265,21966,417844,0
70,30,1022048,1518951,85213,229797,85213,354398,222069,276043,0
80,37,751018,119651,41569,18067,41569,29300,5676,209928,0
78,44,190044,143273,82292,67004,82292,42623,7978,474482,0
69,51,1514065,1080900,77121,287498,77121,109756,40429,1050223,0
69,63,672210,249032,30152,165257,30152,33766,8096,574246,0
64,69,208065,27903,19603,2427,19603,5331,2352,110505,0
53,69,699818,26237,7564,22181,7564,2965,926,95623,0
50,70,677321,147337,45611,11994,45611,11463,3088,128099,0
50,60,612386,203218,16614,31711,16614,20335,6636,402056,0
50,54,1404008,87623,10644,43668,10644,14838,5046,315380,0
50,51,1766851,664043,309289,116945,309289,64221,15349,1312861,0
56,51,1750651,148660,42832,29998,42832,26457,7744,311683,0
56,57,910528,106675,29257,25506,29257,11144,10966,293419,0
54,60,704691,123617,50572,47512,50572,20891,5928,306151,0
51,63,585995,296789,242296,42600,242296,24083,29020,361726,0
56,60,1961871,170150,30265,43249,30265,41573,11446,344130,0
56,75,339940,22619,33101,16387,33101,5231,1189,80373,0
51,83,195094,40196,37334,20659,37334,5253,1586,87724,0
61,91,2288457,87867,123456,115142,123456,36017,16794,400152,0
37,84,846461,696681,53603,70577,53603,11658,8056,341993,0
29,77,276433,55052,18194,14707,18194,3063,1623,88467,0
26,67,792832,19394,9312,12971,9312,1834,1070,79244,0
30,61,760513,132866,37568,4674,37568,6715,3844,212779,0
23,43,710204,113902,8587,3019,8587,1880,464,63145,0
21,40,620004,172853,32659,43905,32659,9546,8118,275368,0
14,34,676235,85721,2120,18684,2120,3760,6378,56367,0
24,40,1595307,160674,30521,111532,30521,32665,3461,434872,0
51,61,1081205,162328,71800,116068,71800,77410,13836,470103,0
56,67,1145684,329030,242253,45065,242253,37890,15787,415700,0
69,75,933360,221509,114432,12664,114432,40018,7136,442270,0
70,64,1669198,258406,31654,46792,31654,44878,12117,422301,0
56,57,685719,167737,55511,32733,55511,13330,4729,365458,0
54,41,1513644,886606,138907,24998,138907,63216,19938,1339327,0
51,47,1678247,64956,16920,49093,16920,9331,2517,309074,0
48,60,1998893,101915,75097,55911,75097,34633,9167,406306,0
47,70,70010,32496,5467,16019,5467,2630,2216,90277,0
51,70,918601,59738,35181,49183,35181,17285,11144,329829,0
63,75,1516203,88566,56667,26285,56667,19189,3049,305730,0
51,61,1840282,236606,25411,21524,25411,12679,5552,280496,0
64,63,1648336,54975,50525,14490,50525,22110,8487,354357,0
61,77,1912354,29356,90414,56116,90414,14968,5035,350922,0
51,63,702043,296729,5145,65360,5145,15854,6575,372557,0
75,75,1950382,22243,1011,23666,1011,21567,3622,132361,0
75,75,2263654,28756,63858,29319,63858,22082,3916,379292,0
74,67,1008708,44474,65958,50538,65958,11267,6555,353975,0
75,83,213303,18772,8052,8082,8052,1767,1661,61228,0
47,64,761317,87327,3877,4190,3877,2427,785,95097,0
27,44,280464,172430,12431,4253,12431,5768,1093,100255,0
38,26,19208,5464,1356,1092,1356,1552,706,20673,0
34,11,1992174,250868,42175,18444,42175,8648,2716,401540,0
57,26,2245874,121516,38807,71937,38807,72627,11474,1770899,0
69,50,369542,10801,15423,5372,15423,11887,1174,121625,0
75,63,824081,207495,108779,63792,108779,19323,8559,445335,0
57,63,36828,16888,2938,3050,2938,1236,685,30880,0
64,63,42163,53084,16046,4764,16046,9062,2515,110043,0
64,56,988941,226582,65274,19471,65274,40480,8883,491756,0
69,70,1834108,70522,68217,54805,68217,15094,3280,480109,0
64,67,261873,54158,10672,2951,10672,4910,922,109460,0
61,67,856745,102618,73511,89270,73511,29820,4192,457381,0
48,81,554562,212670,240487,23513,240487,17756,2370,452888,0
57,69,777655,112526,30414,29947,30414,35065,4814,444669,0
61,75,232990,51634,13739,9366,13739,6977,2324,91695,0
61,61,484429,38868,8996,7323,8996,5844,1815,124498,0
78,41,150876,65352,8570,5158,8570,14580,1158,110795,0
64,41,899444,75475,11912,45383,11912,9145,3639,384160,0
66,41,965263,117745,20406,40753,20406,17549,3463,310136,0
67,41,149558,40274,10493,3205,10493,6243,928,105616,0
57,50,629169,152631,6632,60292,6632,16823,3054,461710,0
57,53,299162,94849,34800,20815,34800,9481,4647,119120,0
66,64,3403612,66326,85615,45723,85615,48345,7242,570057,0
66,63,429400,119275,24368,11868,24368,17060,2207,157543,0
70,81,772698,45786,74190,130231,74190,32219,8069,626706,0
80,81,1083975,195585,116747,64470,116747,53847,4772,762514,0
81,66,530343,525625,126777,12764,126777,148083,5681,859989,0
83,80,884325,54072,82574,24255,82574,21887,4444,201437,0
83,61,1185371,694069,249812,86158,249812,138125,34993,1711359,0
93,38,524519,365928,13222,23607,13222,152633,9665,477516,0
87,47,815488,124900,59247,17888,59247,23988,4986,339084,0
87,47,1306268,976647,230616,102057,230616,35923,29737,383515,0
75,30,955175,411115,24183,88517,24183,23089,4754,291476,0
75,30,1032318,624748,43942,40549,43942,46296,8779,340170,0
75,34,2325438,535099,87179,180545,87179,106964,12012,1262482,0
53,63,1216024,86481,127570,133031,127570,15916,18857,996583,0
41,69,86941,9205,4318,5885,4318,773,350,17932,0
63,70,1261298,53095,12740,12870,12740,26272,9049,177165,0
63,77,445851,83279,47111,28893,47111,20604,5569,198049,0
63,77,1380565,324080,32047,45108,32047,102412,12236,91801,0
63,77,2148273,274180,94528,138810,94528,56272,61492,11349,0
63,77,392985,44661,8200,7252,8200,4514,457,197,0
63,77,410465,3330,10510,7923,10510,2508,2690,424,0
74,75,37412,21526,14315,15976,14315,6248,5907,41633,0
97,64,470399,39311,20021,11924,20021,28846,19890,146121,0
90,77,161179,40623,29932,11834,29932,13821,4506,50541,0
83,63,1592699,314984,19269,63117,19269,30260,9854,269377,0
64,50,679326,162446,23246,11537,23246,9766,8042,46730,0
56,41,2243736,92716,20673,11744,20673,9783,5182,25425,0
57,41,879430,42196,7796,6474,7796,5099,3882,27612,0
48,29,1473792,316779,49710,6456,49710,26495,12853,150601,0
54,30,462533,234218,46197,10376,46197,22605,30596,72656,0
47,29,1370049,351330,73851,28456,73851,14462,14107,128532,0
54,35,617175,50566,5685,29382,5685,16078,11270,79792,0
48,44,606712,243805,63971,81950,63971,14467,12619,96579,0
53,40,1056786,93902,7429,9144,7429,13980,6977,25080,0
53,35,100835,17701,4821,2271,4821,5046,1970,19867,0
66,38,45857,38111,11628,17797,11628,8352,12104,118801,0
67,27,1029099,249864,6176,15749,6176,13126,13311,121147,0
67,35,221015,28808,6035,6292,6035,5150,1782,23277,0
67,44,619370,39134,22313,8988,22313,14776,11410,130049,0
81,41,1015093,21774,9987,10834,9987,17432,13612,105388,0
84,56,229358,62421,19626,8419,19626,5828,3990,80878,0
75,54,130777,317059,37703,47410,37703,22282,19638,97211,0
69,63,46350,13872,26492,20859,26492,7331,6554,84835,0
57,48,244785,115146,5999,10956,5999,18772,4733,91175,0
80,53,23235,14041,10672,8985,10672,17886,5274,129645,0
91,44,58617,13732,76,1998,76,2563,2411,28077,0
100,40,982151,68066,14836,16587,14836,32761,7787,89279,0
100,26,39366,34106,3452,5545,3452,18509,6571,72799,0
100,35,527413,67810,17208,2948,17208,5780,6365,68399,0
88,38,104630,75566,21038,28283,21038,12676,5842,116916,0
91,50,47675,9760,6336,12294,6336,11527,3019,99951,0
70,48,198670,183334,17134,7240,17134,14661,13248,82096,0
80,54,160598,76696,36325,24660,36325,21402,8087,87825,0
81,54,156237,90619,41574,30493,41574,17568,8551,74124,0
67,48,111512,93464,11360,48845,11360,18201,23104,75910,0
77,54,43025,47174,7182,9105,7182,9437,5958,129493,0
77,57,158138,52967,24682,30041,24682,16726,12018,98399,0
81,56,15859,27898,6882,13866,6882,7849,12082,77722,0
78,70,11895,16019,10873,13599,10873,5659,5266,63562,0
63,77,96389,74149,7929,96407,7929,7246,11680,68751,0
51,66,64154,83997,664,14076,664,6143,5494,24164,0
38,56,289839,100498,14666,9551,14666,3795,1108,11891,0
60,44,128734,8023,3136,1975,3136,3482,1861,14509,0
83,53,20086,15649,13122,7297,13122,20876,8869,72842,0
100,60,12036,43654,16628,17597,16628,33014,14503,26261,0
100,44,230520,226995,16770,30368,16770,17622,17556,75391,0
91,51,355985,30946,16309,16741,16309,7429,4429,11680,0
63,57,445956,140370,62832,44638,62832,9260,10130,104204,0
38,66,1201459,134329,83912,43824,83912,11863,6047,19968,0
54,69,39449,41183,5143,12963,5143,19746,13748,115772,0
63,69,14721,34720,21102,17160,21102,16520,4749,93035,0
64,54,800180,137975,18297,9791,18297,6788,7414,14886,0
64,40,1047755,41582,6613,3297,6613,2299,1285,9269,0
51,37,1509852,219071,9497,46331,9497,27318,11121,186475,0
